方法,最终准确率 (%),最佳准确率 (%),平均客户端准确率 (%),平均公平性方差,收敛轮次,收敛速度,平均训练损失,平均梯度范数
dp_fedavg,45.39,58.96,25.56,28.28466666666667,27,0.900,1.7521360513073583,6.2493542336220145
